id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,timestamp
bitcoin-cash,bch,Bitcoin Cash,https://coin-images.coingecko.com/coins/images/780/large/bitcoin-cash-circle.png?1696501932,273.84,5423446360,26,5423493316,167489658.0,281.88,266.73,6.98,2.61612,116521746.0,2.19565,19851334.27165078,19851506.14665078,21000000.0,3187.12,-91.45666,2017-12-20T00:00:00.000Z,68.03,300.22888,2018-12-16T00:00:00.000Z,,2025-04-04T20:33:57.700Z,2025-04-04 13:35:03.452793
bitget-token,bgb,Bitget Token,https://coin-images.coingecko.com/coins/images/11610/large/Bitget_logo.png?1736925727,4.15,4969569684,27,4969569684,103004436.0,4.17,4.02,0.104037,2.57355,112956658.0,2.32583,1199999994.2,1199999994.2,2000000000.0,8.1,-49.02063,2024-12-27T11:41:24.992Z,0.01270123,32423.89751,2020-06-25T04:17:05.895Z,,2025-04-04T20:33:55.910Z,2025-04-04 13:35:03.452793
ethena-usde,usde,Ethena USDe,https://coin-images.coingecko.com/coins/images/33613/large/usde.png?1733810059,0.912858,4794059779,28,4794059779,123262352.0,0.914227,0.900017,0.0070737,0.78095,35835738.0,0.75313,5250252332.166143,5250252332.166143,,0.987328,-7.50418,2025-01-13T15:16:17.109Z,0.842908,8.34359,2024-10-04T07:57:15.809Z,,2025-04-04T20:33:58.520Z,2025-04-04 13:35:03.452793
binance-bridged-usdt-bnb-smart-chain,bsc-usd,Binance Bridged USDT (BNB Smart Chain),https://coin-images.coingecko.com/coins/images/35021/large/USDT.png?1707233575,0.914321,4741532715,29,4741532715,236245262.0,0.917212,0.899566,0.00747385,0.82416,46900050.0,0.99901,5184994301.618546,5184994301.618546,,1.011,-9.36782,2025-02-03T02:06:31.189Z,0.873927,4.83373,2024-08-27T22:10:58.536Z,,2025-04-04T20:33:57.436Z,2025-04-04 13:35:03.452793
weth,weth,WETH,https://coin-images.coingecko.com/coins/images/2518/large/weth.png?1696503332,1658.03,4740406684,30,4740406684,539145941.0,1669.42,1601.21,42.73,2.64519,152725532.0,3.32904,2868104.402401169,2867611.911819349,,4147.46,-60.21977,2021-11-12T00:00:00.000Z,72.6,2172.44195,2018-12-15T00:00:00.000Z,,2025-04-04T20:34:02.385Z,2025-04-04 13:35:03.452793
wrapped-eeth,weeth,Wrapped eETH,https://coin-images.coingecko.com/coins/images/33033/large/weETH.png?1701438396,1759.84,3761371340,31,3761371340,4875964.0,1773.18,1703.08,40.98,2.38418,90903263.0,2.47661,2138369.617165409,2138369.617165409,,4100.76,-57.09093,2024-12-16T18:57:39.347Z,1678.0,4.86299,2025-04-03T15:11:50.320Z,,2025-04-04T20:33:59.660Z,2025-04-04 13:35:03.452793
hyperliquid,hype,Hyperliquid,https://coin-images.coingecko.com/coins/images/50882/large/hyperliquid.jpg?1729431300,10.97,3654791222,32,10944736988,122200209.0,11.07,10.05,0.574741,5.53149,172263024.0,4.94649,333928180.0,999990391.0,1000000000.0,33.52,-67.24461,2024-12-22T03:56:00.276Z,3.6,204.70456,2024-11-29T09:30:30.871Z,,2025-04-04T20:34:00.339Z,2025-04-04 13:35:03.452793
whitebit,wbt,WhiteBIT Coin,https://coin-images.coingecko.com/coins/images/27045/large/wbt_token.png?1696526096,25.24,3636105599,33,8275360505,46407377.0,25.45,24.81,0.312534,1.25362,32441142.0,0.90023,144118517.10815412,327997263.0,400000000.0,30.07,-16.28871,2025-03-02T22:22:36.852Z,2.85,782.06455,2023-02-13T19:01:21.899Z,,2025-04-04T20:33:59.163Z,2025-04-04 13:35:03.452793
monero,xmr,Monero,https://coin-images.coingecko.com/coins/images/69/large/monero_logo.png?1696501460,195.89,3614517365,34,3614517365,66303298.0,198.96,190.27,5.63,2.95794,105835522.0,3.01639,18446744.07370955,18446744.07370955,,454.53,-57.0013,2018-01-09T00:00:00.000Z,0.184652,105744.33263,2015-01-14T00:00:00.000Z,,2025-04-04T20:34:02.311Z,2025-04-04 13:35:03.452793
pi-network,pi,Pi Network,https://coin-images.coingecko.com/coins/images/54342/large/pi_network.jpg?1739347576,0.479259,3253798222,35,5005294276,398322359.0,0.52795,0.462355,-0.0431433805020112,-8.25864,-320484602.91071224,-8.9664,6810745631.451552,10478646090.95621,100000000000.0,2.84,-83.17222,2025-02-26T16:41:03.732Z,0.462355,3.43602,2025-04-04T12:10:31.216Z,,2025-04-04T20:33:53.702Z,2025-04-04 13:35:03.452793
uniswap,uni,Uniswap,https://coin-images.coingecko.com/coins/images/12504/large/uniswap-logo.png?1720676669,5.4,3243975589,36,5402276486,155480924.0,5.48,5.14,0.192478,3.69585,116827329.0,3.73591,600483073.71,1000000000.0,1000000000.0,37.37,-85.63369,2021-05-03T05:25:04.822Z,0.874238,514.14243,2020-09-17T01:20:38.214Z,,2025-04-04T20:34:01.633Z,2025-04-04 13:35:03.452793
dai,dai,Dai,https://coin-images.coingecko.com/coins/images/9956/large/Badge_Dai.png?1696509996,0.914131,2864843803,37,2864843803,110679182.0,0.914552,0.900222,0.00783257,0.86424,-3929229.937763214,-0.13697,3133844399.170409,3133844399.170409,,1.11,-17.51085,2022-10-02T12:21:04.914Z,0.759326,20.25731,2021-05-19T13:05:49.822Z,,2025-04-04T20:33:59.151Z,2025-04-04 13:35:03.452793
susds,susds,sUSDS,https://coin-images.coingecko.com/coins/images/52721/large/sUSDS_Coin.png?1734086971,0.955975,2763566930,38,2763566930,4665719.0,0.956971,0.941534,0.00877307,0.92621,65301549.0,2.42013,2891180122.371299,2891312671.623779,,1.063,-10.10387,2025-02-03T02:31:35.208Z,0.932573,2.48907,2025-01-04T01:21:08.460Z,,2025-04-04T20:33:56.661Z,2025-04-04 13:35:03.452793
near,near,NEAR Protocol,https://coin-images.coingecko.com/coins/images/10365/large/near.jpg?1696510367,2.27,2728012598,39,2828259742,204323996.0,2.34,2.18,0.03259099,1.4543,34352707.0,1.27532,1199381442.0,1243455492.0,,18.07,-87.47754,2022-04-08T07:23:59.952Z,0.449891,402.99248,2020-11-04T16:09:15.137Z,,2025-04-04T20:34:02.856Z,2025-04-04 13:35:03.452793
pepe,pepe,Pepe,https://coin-images.coingecko.com/coins/images/29850/large/pepe-token.jpeg?1696528776,6.49e-06,2717981990,40,2717981990,953814006.0,6.59e-06,5.94e-06,5.52429e-07,9.29682,215128286.0,8.59532,420690000000000.0,420690000000000.0,420690000000000.0,2.649e-05,-75.6356,2024-12-09T16:30:35.828Z,5.0442e-08,12694.02159,2023-04-18T02:14:41.591Z,,2025-04-04T20:33:54.211Z,2025-04-04 13:35:03.452793
bitcoin,btc,Bitcoin,https://coin-images.coingecko.com/coins/images/1/large/bitcoin.png?1696501400,76646.0,1520831791127,1,1520831791127,43780695145.0,77146.0,73966.0,2485.05,3.3509,49909043728.0,3.39304,19846656.0,19846656.0,21000000.0,105495.0,-27.71633,2025-01-20T07:16:25.271Z,51.3,148551.25173,2013-07-05T00:00:00.000Z,,2025-04-04T20:36:02.234Z,2025-04-04 13:36:03.557659
ethereum,eth,Ethereum,https://coin-images.coingecko.com/coins/images/279/large/ethereum.png?1696501628,1656.12,199820651938,2,199820651938,18073896885.0,1667.59,1599.15,40.55,2.51009,5051432182.0,2.59355,120666956.0999141,120666956.0999141,,4228.93,-61.03856,2021-12-01T08:38:24.623Z,0.381455,431838.30244,2015-10-20T00:00:00.000Z,"{'times': 27.90439854940113, 'currency': 'btc', 'percentage': 2790.439854940113}",2025-04-04T20:35:58.185Z,2025-04-04 13:36:03.557659
tether,usdt,Tether,https://coin-images.coingecko.com/coins/images/325/large/Tether.png?1696501661,0.913159,131574159594,3,131574159594,49087325743.0,0.914618,0.900041,0.00710302,0.78395,881050439.0,0.67414,144086679997.8651,144086679997.8651,,1.17,-21.70571,2025-01-25T16:51:57.989Z,0.533096,71.21003,2015-03-02T00:00:00.000Z,,2025-04-04T20:36:00.185Z,2025-04-04 13:36:03.557659
ripple,xrp,XRP,https://coin-images.coingecko.com/coins/images/44/large/xrp-symbol-white-128.png?1696501442,1.94,113144516322,4,194129625903,4556252027.0,1.96,1.83,0.093038,5.03234,5104796383.0,4.72493,58274974538.0,99986277500.0,100000000000.0,3.28,-41.13678,2025-01-16T17:00:22.630Z,0.00194619,99249.59657,2013-08-16T00:00:00.000Z,,2025-04-04T20:35:55.568Z,2025-04-04 13:36:03.557659
binancecoin,bnb,BNB,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,545.74,79616695944,5,79616695944,701879333.0,547.7,528.74,12.94,2.42783,1966403935.0,2.53238,145887575.79,145887575.79,200000000.0,751.34,-27.66715,2024-12-04T10:35:25.220Z,0.03359941,1617386.70656,2017-10-19T00:00:00.000Z,,2025-04-04T20:35:57.268Z,2025-04-04 13:36:03.557659
solana,sol,Solana,https://coin-images.coingecko.com/coins/images/4128/large/solana.png?1718769756,112.4,57814088859,6,67168105951,5632464834.0,112.58,102.92,7.87,7.52542,4272133104.0,7.97904,514449897.6928235,597685199.5135384,,285.6,-60.94549,2025-01-19T11:15:27.957Z,0.46316,23982.39055,2020-05-11T19:35:23.449Z,,2025-04-04T20:35:54.987Z,2025-04-04 13:36:03.557659
usd-coin,usdc,USDC,https://coin-images.coingecko.com/coins/images/6319/large/usdc.png?1696506694,0.913474,55440222811,7,55440620692,14518177908.0,0.91494,0.900326,0.00705111,0.77791,316217430.0,0.57365,60691568514.55579,60692004083.5877,,14.76,-93.81386,2025-01-23T04:45:51.184Z,0.730265,25.03041,2021-05-19T13:14:05.611Z,,2025-04-04T20:35:57.238Z,2025-04-04 13:36:03.557659
dogecoin,doge,Dogecoin,https://coin-images.coingecko.com/coins/images/5/large/dogecoin.png?1696501409,0.155289,23089137549,8,23091224386,1604609568.0,0.156826,0.143363,0.01192647,8.31909,1785100600.0,8.37917,148702566383.7052,148716006383.7052,,0.601466,-74.38824,2021-05-08T05:08:23.458Z,7.662e-05,200961.35932,2015-05-06T00:00:00.000Z,,2025-04-04T20:35:57.342Z,2025-04-04 13:36:03.557659
cardano,ada,Cardano,https://coin-images.coingecko.com/coins/images/975/large/cardano.png?1696502090,0.603126,21701344677,9,27129727185,865479369.0,0.607553,0.569161,0.02333301,4.02437,832702111.0,3.99021,35995957636.81128,45000000000.0,45000000000.0,2.61,-76.96986,2021-09-02T06:00:10.474Z,0.01722339,3385.47171,2020-03-13T02:22:55.044Z,,2025-04-04T20:36:02.228Z,2025-04-04 13:36:03.557659
tron,trx,TRON,https://coin-images.coingecko.com/coins/images/1094/large/tron-logo.png?1696502193,0.219045,20805389657,10,20805386922,552272970.0,0.221125,0.213691,0.00521695,2.43978,533683847.0,2.63265,94979869949.31204,94979857466.10588,,0.410308,-46.82184,2024-12-04T00:10:40.323Z,0.00154713,14003.21349,2017-11-12T00:00:00.000Z,"{'times': 125.1891543219541, 'currency': 'usd', 'percentage': 12518.91543219541}",2025-04-04T20:35:54.831Z,2025-04-04 13:36:03.557659
staked-ether,steth,Lido Staked Ether,https://coin-images.coingecko.com/coins/images/13442/large/steth_logo.png?1696513206,1655.52,15516336939,11,15516336939,19144608.0,1666.98,1599.72,41.55,2.5741,400446311.0,2.64917,9371388.164874518,9371388.164874518,,4188.52,-60.67557,2021-11-12T02:16:02.325Z,394.87,317.1322,2020-12-22T04:08:21.854Z,,2025-04-04T20:35:52.724Z,2025-04-04 13:36:03.557659
wrapped-bitcoin,wbtc,Wrapped Bitcoin,https://coin-images.coingecko.com/coins/images/7598/large/wrapped_bitcoin_wbtc.png?1696507857,76617.0,9877236107,12,9877236107,308021544.0,77114.0,73940.0,2587.35,3.49503,328639587.0,3.44176,128915.05657878,128915.05657878,128915.05657878,105131.0,-27.49017,2025-01-20T07:16:27.137Z,2801.21,2621.32747,2019-04-02T00:00:00.000Z,,2025-04-04T20:35:59.136Z,2025-04-04 13:36:03.557659
leo-token,leo,LEO Token,https://coin-images.coingecko.com/coins/images/8418/large/leo-token.png?1696508607,8.71,8050187628,13,8585620076,4086003.0,8.74,8.44,0.184961,2.16854,178970497.0,2.27373,923796160.9,985239504.0,,9.68,-10.11258,2025-03-02T17:40:34.261Z,0.715663,1116.38178,2019-12-31T12:19:48.870Z,,2025-04-04T20:35:59.388Z,2025-04-04 13:36:03.557659
the-open-network,ton,Toncoin,https://coin-images.coingecko.com/coins/images/17980/large/photo_2024-09-10_17.09.00.jpeg?1725963446,3.09,7642257229,14,15841574591,241088454.0,3.27,3.04,-0.1491198528959625,-4.60704,-375426467.59114265,-4.68248,2473069465.25885,5126406142.337267,,7.7,-59.99936,2024-06-15T00:36:51.509Z,0.44288,595.22376,2021-09-21T00:33:11.092Z,,2025-04-04T20:35:55.783Z,2025-04-04 13:36:03.557659
chainlink,link,Chainlink,https://coin-images.coingecko.com/coins/images/877/large/chainlink-new-logo.png?1696502009,11.83,7547030138,15,11827347556,548303200.0,11.97,11.24,0.388711,3.39807,247961270.0,3.39716,638099971.4505637,1000000000.0,1000000000.0,43.32,-72.86152,2021-05-10T00:13:57.214Z,0.125048,9300.72284,2017-11-29T00:00:00.000Z,,2025-04-04T20:35:57.224Z,2025-04-04 13:36:03.557659
stellar,xlm,Stellar,https://coin-images.coingecko.com/coins/images/100/large/fmpFRHHQ_400x400.jpg?1735231350,0.236368,7275094407,16,11818538268,167129120.0,0.240559,0.229352,0.00326656,1.40135,104781919.0,1.46133,30779417210.50917,50001786892.81792,50001786892.81792,0.729104,-67.67769,2018-01-03T00:00:00.000Z,0.00043158,54504.85906,2015-03-05T00:00:00.000Z,,2025-04-04T20:36:00.112Z,2025-04-04 13:36:03.557659
usds,usds,USDS,https://coin-images.coingecko.com/coins/images/39926/large/usds.webp?1726666683,0.913633,7249609561,17,7249609561,11645282.0,0.914735,0.900204,0.00725948,0.80094,2583328.0,0.03565,7930490039.355793,7930490039.355793,,0.99869,-8.47668,2025-01-13T15:26:08.505Z,0.859375,6.36031,2024-10-03T13:19:28.826Z,,2025-04-04T20:35:56.299Z,2025-04-04 13:36:03.557659
wrapped-steth,wsteth,Wrapped stETH,https://coin-images.coingecko.com/coins/images/18834/large/wstETH.png?1696518295,1983.41,7115014847,18,7115014847,26698904.0,1996.6,1914.6,54.56,2.82868,166035526.0,2.38935,3584778.484173984,3584778.484173984,,6978.69,-71.67035,2022-05-13T15:09:54.509Z,538.08,267.42514,2022-05-13T01:36:45.053Z,,2025-04-04T20:35:57.490Z,2025-04-04 13:36:03.557659
avalanche-2,avax,Avalanche,https://coin-images.coingecko.com/coins/images/12559/large/Avalanche_Circle_RedWhite_Trans.png?1696512369,16.55,6878579657,19,7485988567,331804399.0,17.04,16.01,0.286607,1.76234,134551990.0,1.99513,415262235.3900206,451931721.599735,720000000.0,128.43,-87.17971,2021-11-21T14:18:56.538Z,2.28,621.43691,2020-12-31T13:15:21.540Z,,2025-04-04T20:35:54.753Z,2025-04-04 13:36:03.557659
sui,sui,Sui,https://coin-images.coingecko.com/coins/images/26375/large/sui-ocean-square.png?1727791290,2.08,6774554381,20,20844892384,1399525152.0,2.1,1.94,0.082899,4.14114,259446404.0,3.98223,3249982900.458887,10000000000.0,10000000000.0,5.19,-60.03534,2025-01-04T22:56:18.063Z,0.344803,500.9784,2023-10-19T22:05:15.703Z,,2025-04-04T20:35:54.382Z,2025-04-04 13:36:03.557659
shiba-inu,shib,Shiba Inu,https://coin-images.coingecko.com/coins/images/11939/large/shiba.png?1696511800,1.12e-05,6594334858,21,6597177697,250331240.0,1.136e-05,1.082e-05,1.85637e-07,1.68577,108830710.0,1.67806,589250638549611.1,589504666407400.4,,7.424e-05,-84.98597,2021-10-28T03:54:55.568Z,4.6962e-11,23735606.73774,2020-12-11T05:57:22.476Z,,2025-04-04T20:35:52.821Z,2025-04-04 13:36:03.557659
hedera-hashgraph,hbar,Hedera,https://coin-images.coingecko.com/coins/images/3688/large/hbar.png?1696504364,0.150986,6383067808,22,7557807164,285705942.0,0.152688,0.142542,0.00553832,3.80778,240203006.0,3.91028,42228305571.0683,50000000000.0,50000000000.0,0.481298,-68.64821,2021-09-15T10:40:28.318Z,0.00882817,1609.25016,2020-01-02T17:30:24.852Z,,2025-04-04T20:35:59.086Z,2025-04-04 13:36:03.557659
litecoin,ltc,Litecoin,https://coin-images.coingecko.com/coins/images/2/large/litecoin.png?1696501400,76.94,5824726892,23,5825019740,362890209.0,77.56,74.03,2.57,3.45721,194605696.0,3.45651,75706214.48347135,75710020.73347135,84000000.0,337.56,-77.30026,2021-05-10T03:13:07.904Z,0.981314,7708.53411,2015-01-14T00:00:00.000Z,,2025-04-04T20:35:59.655Z,2025-04-04 13:36:03.557659
polkadot,dot,Polkadot,https://coin-images.coingecko.com/coins/images/12171/large/polkadot.png?1696512008,3.69,5624498170,24,5624498170,164611875.0,3.75,3.58,0.057269,1.57619,91001236.0,1.64455,1522267060.0,1522267060.0,,47.6,-92.26719,2021-11-04T14:10:09.301Z,2.27,62.19725,2020-08-19T03:44:11.556Z,,2025-04-04T20:36:03.145Z,2025-04-04 13:36:03.557659
mantra-dao,om,MANTRA,https://coin-images.coingecko.com/coins/images/12151/large/OM_Token.png?1696511991,5.73,5544347076,25,10420248009,69320393.0,5.83,5.66,-0.0612234906034201,-1.05688,-49212697.67302227,-0.87981,965601748.92,1814787127.03,,8.59,-33.38103,2025-02-23T01:52:21.073Z,0.01615133,35335.22829,2023-09-11T19:45:03.621Z,,2025-04-04T20:36:00.176Z,2025-04-04 13:36:03.557659
bitcoin-cash,bch,Bitcoin Cash,https://coin-images.coingecko.com/coins/images/780/large/bitcoin-cash-circle.png?1696501932,273.69,5432633812,26,5432685980,166304441.0,281.88,266.73,6.83,2.55881,145382564.0,2.74968,19851334.27165078,19851524.89665078,21000000.0,3187.12,-91.45666,2017-12-20T00:00:00.000Z,68.03,300.22888,2018-12-16T00:00:00.000Z,,2025-04-04T20:35:55.473Z,2025-04-04 13:36:03.557659
bitget-token,bgb,Bitget Token,https://coin-images.coingecko.com/coins/images/11610/large/Bitget_logo.png?1736925727,4.14,4968354344,27,4968354344,102970279.0,4.17,4.02,0.097751,2.41807,121758039.0,2.51224,1199999994.2,1199999994.2,2000000000.0,8.1,-49.02063,2024-12-27T11:41:24.992Z,0.01270123,32423.89751,2020-06-25T04:17:05.895Z,,2025-04-04T20:36:00.125Z,2025-04-04 13:36:03.557659
ethena-usde,usde,Ethena USDe,https://coin-images.coingecko.com/coins/images/33613/large/usde.png?1733810059,0.912088,4792711957,28,4792711957,123029628.0,0.914227,0.900017,0.00630351,0.69592,35503688.0,0.74631,5250252332.166143,5250252332.166143,,0.987328,-7.50418,2025-01-13T15:16:17.109Z,0.842908,8.34359,2024-10-04T07:57:15.809Z,,2025-04-04T20:35:57.441Z,2025-04-04 13:36:03.557659
weth,weth,WETH,https://coin-images.coingecko.com/coins/images/2518/large/weth.png?1696503332,1654.82,4756934092,29,4756117265,81540968.0,1669.42,1601.21,39.51,2.44605,161249786.0,3.50872,2868104.402401169,2867611.911819349,,4147.46,-60.21977,2021-11-12T00:00:00.000Z,72.6,2172.44195,2018-12-15T00:00:00.000Z,,2025-04-04T20:35:58.034Z,2025-04-04 13:36:03.557659
binance-bridged-usdt-bnb-smart-chain,bsc-usd,Binance Bridged USDT (BNB Smart Chain),https://coin-images.coingecko.com/coins/images/35021/large/USDT.png?1707233575,0.912552,4741532715,30,4741532715,231823719.0,0.917212,0.899566,0.00514889,0.56743,46900050.0,0.99901,5184994301.618546,5184994301.618546,,1.011,-9.36782,2025-02-03T02:06:31.189Z,0.873927,4.83373,2024-08-27T22:10:58.536Z,,2025-04-04T20:36:00.233Z,2025-04-04 13:36:03.557659
wrapped-eeth,weeth,Wrapped eETH,https://coin-images.coingecko.com/coins/images/33033/large/weETH.png?1701438396,1761.54,3769885728,31,3769885728,4880915.0,1773.18,1703.08,42.68,2.48323,94671336.0,2.57594,2138369.617165409,2138369.617165409,,4100.76,-57.09093,2024-12-16T18:57:39.347Z,1678.0,4.86299,2025-04-03T15:11:50.320Z,,2025-04-04T20:35:56.734Z,2025-04-04 13:36:03.557659
hyperliquid,hype,Hyperliquid,https://coin-images.coingecko.com/coins/images/50882/large/hyperliquid.jpg?1729431300,10.96,3654791222,32,10944736988,122092478.0,11.07,10.05,0.567757,5.46427,172263024.0,4.94649,333928180.0,999990391.0,1000000000.0,33.52,-67.24461,2024-12-22T03:56:00.276Z,3.6,204.70456,2024-11-29T09:30:30.871Z,,2025-04-04T20:35:58.654Z,2025-04-04 13:36:03.557659
whitebit,wbt,WhiteBIT Coin,https://coin-images.coingecko.com/coins/images/27045/large/wbt_token.png?1696526096,25.21,3636641150,33,8276579358,46345630.0,25.45,24.81,0.279631,1.12165,34525439.0,0.95848,144118517.10815412,327997263.0,400000000.0,30.07,-16.28871,2025-03-02T22:22:36.852Z,2.85,782.06455,2023-02-13T19:01:21.899Z,,2025-04-04T20:35:56.015Z,2025-04-04 13:36:03.557659
monero,xmr,Monero,https://coin-images.coingecko.com/coins/images/69/large/monero_logo.png?1696501460,195.79,3610717219,34,3610717219,66269292.0,198.96,190.3,5.49,2.88698,107061737.0,3.05572,18446744.07370955,18446744.07370955,,454.53,-57.0013,2018-01-09T00:00:00.000Z,0.184652,105744.33263,2015-01-14T00:00:00.000Z,,2025-04-04T20:36:00.797Z,2025-04-04 13:36:03.557659
pi-network,pi,Pi Network,https://coin-images.coingecko.com/coins/images/54342/large/pi_network.jpg?1739347576,0.479436,3266092783,35,5024758127,398026048.0,0.52795,0.462355,-0.0429668723683963,-8.22485,-284832543.4327798,-8.02136,6811119959.121537,10478646090.95621,100000000000.0,2.84,-83.17222,2025-02-26T16:41:03.732Z,0.462355,3.43602,2025-04-04T12:10:31.216Z,,2025-04-04T20:36:01.441Z,2025-04-04 13:36:03.557659
uniswap,uni,Uniswap,https://coin-images.coingecko.com/coins/images/12504/large/uniswap-logo.png?1720676669,5.4,3243975589,36,5402276486,156047211.0,5.48,5.14,0.189271,3.63427,116827329.0,3.73591,600483073.71,1000000000.0,1000000000.0,37.37,-85.63369,2021-05-03T05:25:04.822Z,0.874238,514.14243,2020-09-17T01:20:38.214Z,,2025-04-04T20:35:56.596Z,2025-04-04 13:36:03.557659
dai,dai,Dai,https://coin-images.coingecko.com/coins/images/9956/large/Badge_Dai.png?1696509996,0.913404,2862464813,37,2862464813,111900309.0,0.914552,0.900222,0.00710491,0.78395,-6308219.5427184105,-0.21989,3133844399.170409,3133844399.170409,,1.11,-17.51085,2022-10-02T12:21:04.914Z,0.759326,20.25731,2021-05-19T13:05:49.822Z,,2025-04-04T20:36:00.052Z,2025-04-04 13:36:03.557659
susds,susds,sUSDS,https://coin-images.coingecko.com/coins/images/52721/large/sUSDS_Coin.png?1734086971,0.954726,2763566930,38,2763566930,4663884.0,0.956971,0.941534,0.007862,0.83032,65301549.0,2.42013,2891180122.371299,2891312671.623779,,1.063,-10.10387,2025-02-03T02:31:35.208Z,0.932573,2.48907,2025-01-04T01:21:08.460Z,,2025-04-04T20:35:53.813Z,2025-04-04 13:36:03.557659
